data_item,version_id,description,interpretation,data_structure,length_old,min_length,max_length,conf_length,table_id,function_area,date,modification,section,anchor,owl_gen
2320,91,Shipment Status Date/Time,,DTM,0,,,,0,,11/2/14,O,7.18.2.4,ch07.html#Heading435,FALSE
2320,92,Shipment Status Date/Time,,DTM,0,,,,0,,7/13/15,O,7.18.2.4,ch07.html#Heading444,FALSE
2321,8,Shipment Status Reason,,TX,,,,,0,,3/6/11,O,7.18.2.5,ch07.html#Heading411,FALSE
2321,9,Shipment Status Reason,,TX,0,0,0,,0,,3/17/14,O,7.18.2.5,ch07.html#Heading435,FALSE
2321,81,Shipment Status Reason,,TX,0,0,0,,0,,3/10/13,O,7.18.2.5,ch07.html#Heading412,FALSE
2321,91,Shipment Status Reason,,TX,0,,,,0,,11/2/14,O,7.18.2.5,ch07.html#Heading436,FALSE
2321,92,Shipment Status Reason,,TX,0,,,,0,,7/13/15,O,7.18.2.5,ch07.html#Heading445,FALSE
2322,8,Shipment Priority,,CWE,,,,,906,,3/6/11,O,7.18.2.6,ch07.html#Heading412,FALSE
2322,9,Shipment Priority,,CWE,0,0,0,,906,,3/17/14,O,7.18.2.6,ch07.html#Heading436,FALSE
2322,81,Shipment Priority,,CWE,0,0,0,,906,,3/10/13,O,7.18.2.6,ch07.html#Heading413,FALSE
2322,91,Shipment Priority,,CWE,0,,,,906,,11/2/14,O,7.18.2.6,ch07.html#Heading437,FALSE
2322,92,Shipment Priority,,CWE,0,,,,906,,7/13/15,O,7.18.2.6,ch07.html#Heading446,FALSE
2323,8,Shipment Confidentiality,,CWE,,,,,907,,3/6/11,O,7.18.2.7,ch07.html#Heading413,FALSE
2323,9,Shipment Confidentiality,,CWE,0,0,0,,907,,3/17/14,O,7.18.2.7,ch07.html#Heading437,FALSE
2323,81,Shipment Confidentiality,,CWE,0,0,0,,907,,3/10/13,O,7.18.2.7,ch07.html#Heading414,FALSE
2323,91,Shipment Confidentiality,,CWE,0,,,,907,,11/2/14,O,7.18.2.7,ch07.html#Heading438,FALSE
2323,92,Shipment Confidentiality,,CWE,0,,,,907,,7/13/15,O,7.18.2.7,ch07.html#Heading447,FALSE
2324,8,Number of Packages in Shipment,,NM,,,,4=,0,,3/6/11,O,7.18.2.8,ch07.html#Heading414,FALSE
2324,9,Number of Packages in Shipment,,NM,0,0,0,4=,0,,3/17/14,O,7.18.2.8,ch07.html#Heading438,FALSE
2324,81,Number of Packages in Shipment,,NM,0,0,0,,0,,3/10/13,O,7.18.2.8,ch07.html#Heading415,FALSE
2324,91,Number of Packages in Shipment,,NM,0,,,,0,,11/2/14,O,7.18.2.8,ch07.html#Heading439,FALSE
2324,92,Number of Packages in Shipment,,NM,0,,,4=,0,,7/13/15,O,7.18.2.8,ch07.html#Heading448,FALSE
2325,8,Shipment Condition,,CWE,,,,,544,,3/6/11,O,7.18.2.9,ch07.html#Heading415,FALSE
2325,9,Shipment Condition,,CWE,0,0,0,,544,,3/17/14,O,7.18.2.9,ch07.html#Heading439,FALSE
2325,81,Shipment Condition,,CWE,0,0,0,,544,,3/10/13,O,7.18.2.9,ch07.html#Heading416,FALSE
2325,91,Shipment Condition,,CWE,0,,,,544,,11/2/14,O,7.18.2.9,ch07.html#Heading440,FALSE
2325,92,Shipment Condition,,CWE,0,,,,544,,7/13/15,O,7.18.2.9,ch07.html#Heading449,FALSE
2326,8,Shipment Handling Code,,CWE,,,,,376,,3/6/11,O,7.18.2.10,ch07.html#Heading416,FALSE
2326,9,Shipment Handling Code,,CWE,0,0,0,,376,,3/17/14,O,7.18.2.10,ch07.html#Heading440,FALSE
2326,81,Shipment Handling Code,,CWE,0,0,0,,376,,3/10/13,O,7.18.2.10,ch07.html#Heading417,FALSE
2326,91,Shipment Handling Code,,CWE,0,,,,376,,11/2/14,O,7.18.2.10,ch07.html#Heading441,FALSE
2326,92,Shipment Handling Code,,CWE,0,,,,376,,7/13/15,O,7.18.2.10,ch07.html#Heading450,FALSE
2327,8,Shipment Risk Code,,CWE,,,,,489,,3/6/11,O,7.18.2.11,ch07.html#Heading417,FALSE
2327,9,Shipment Risk Code,,CWE,0,0,0,,489,,3/17/14,O,7.18.2.11,ch07.html#Heading441,FALSE
2327,81,Shipment Risk Code,,CWE,0,0,0,,489,,3/10/13,O,7.18.2.11,ch07.html#Heading418,FALSE
2327,91,Shipment Risk Code,,CWE,0,,,,489,,11/2/14,O,7.18.2.11,ch07.html#Heading442,FALSE
2327,92,Shipment Risk Code,,CWE,0,,,,489,,7/13/15,O,7.18.2.11,ch07.html#Heading451,FALSE
2348,8,Participation Device,,EI,,,,,0,,3/6/11,O,7.4.4.10,ch07.html#Heading179,FALSE
2348,9,Participation Device,,EI,0,0,0,,0,,3/17/14,O,7.4.4.10,ch07.html#Heading188,FALSE
2348,81,Participation Device,,EI,0,0,0,,0,,3/10/13,O,7.4.4.10,ch07.html#Heading180,FALSE
2348,91,Participation Device,,EI,0,,,,0,,11/2/14,O,7.4.4.10,ch07.html#Heading189,FALSE
2348,92,Participation Device,,EI,0,,,,0,,7/13/15,O,7.4.4.10,ch07.html#Heading191,FALSE
2350,8,Set Id - PAC,,SI,1..4,1,4,,0,,3/6/11,O,7.18.3.1,ch07.html#Heading419,FALSE
2350,9,Set Id - PAC,,SI,1..4,1,4,,0,,3/17/14,O,7.18.3.1,ch07.html#Heading444,FALSE
2350,81,Set Id - PAC,,SI,1..4,1,4,,0,,3/10/13,O,7.18.3.1,ch07.html#Heading420,FALSE
2350,91,Set Id - PAC,,SI,1..4,,,,0,,11/2/14,O,7.18.3.1,ch07.html#Heading445,FALSE
2350,92,Set Id - PAC,,SI,1..4,1,4,,0,,7/13/15,O,7.18.3.1,ch07.html#Heading454,FALSE
2351,8,Package ID,,EI,,,,,0,,3/6/11,O,7.18.3.2,ch07.html#Heading420,FALSE
2351,9,Package ID,,EI,0,0,0,,0,,3/17/14,O,7.18.3.2,ch07.html#Heading445,FALSE
2351,81,Package ID,,EI,0,0,0,,0,,3/10/13,O,7.18.3.2,ch07.html#Heading421,FALSE
2351,91,Package ID,,EI,0,,,,0,,11/2/14,O,7.18.3.2,ch07.html#Heading446,FALSE
2351,92,Package ID,,EI,0,,,,0,,7/13/15,O,7.18.3.2,ch07.html#Heading455,FALSE
2352,8,Parent Package ID,,EI,,,,,0,,3/6/11,O,7.18.3.3,ch07.html#Heading421,FALSE
2352,9,Parent Package ID,,EI,0,0,0,,0,,3/17/14,O,7.18.3.3,ch07.html#Heading446,FALSE
2352,81,Parent Package ID,,EI,0,0,0,,0,,3/10/13,O,7.18.3.3,ch07.html#Heading422,FALSE
2352,91,Parent Package ID,,EI,0,,,,0,,11/2/14,O,7.18.3.3,ch07.html#Heading447,FALSE
2352,92,Parent Package ID,,EI,0,,,,0,,7/13/15,O,7.18.3.3,ch07.html#Heading456,FALSE
2353,8,Position in Parent Package,,NA,,,,,0,,3/6/11,O,7.18.3.4,ch07.html#Heading422,FALSE
2353,9,Position in Parent Package,,NA,0,0,0,,0,,3/17/14,O,7.18.3.4,ch07.html#Heading447,FALSE
2353,81,Position in Parent Package,,NA,0,0,0,,0,,3/10/13,O,7.18.3.4,ch07.html#Heading423,FALSE
2353,91,Position in Parent Package,,NA,0,,,,0,,11/2/14,O,7.18.3.4,ch07.html#Heading448,FALSE
2353,92,Position in Parent Package,,NA,0,,,,0,,7/13/15,O,7.18.3.4,ch07.html#Heading457,FALSE
2354,8,Package Type,,CWE,,,,,908,,3/6/11,O,7.18.3.5,ch07.html#Heading423,FALSE
2354,9,Package Type,,CWE,0,0,0,,908,,3/17/14,O,7.18.3.5,ch07.html#Heading448,FALSE
2354,81,Package Type,,CWE,0,0,0,,908,,3/10/13,O,7.18.3.5,ch07.html#Heading424,FALSE
2354,91,Package Type,,CWE,0,,,,908,,11/2/14,O,7.18.3.5,ch07.html#Heading449,FALSE
2354,92,Package Type,,CWE,0,,,,908,,7/13/15,O,7.18.3.5,ch07.html#Heading458,FALSE
2355,8,Package Condition,,CWE,,,,,544,,3/6/11,O,7.18.3.6,ch07.html#Heading424,FALSE
2355,9,Package Condition,,CWE,0,0,0,,544,,3/17/14,O,7.18.3.6,ch07.html#Heading449,FALSE
2355,81,Package Condition,,CWE,0,0,0,,544,,3/10/13,O,7.18.3.6,ch07.html#Heading425,FALSE
2355,91,Package Condition,,CWE,0,,,,544,,11/2/14,O,7.18.3.6,ch07.html#Heading450,FALSE
2355,92,Package Condition,,CWE,0,,,,544,,7/13/15,O,7.18.3.6,ch07.html#Heading459,FALSE
2356,8,Package Handling Code,,CWE,,,,,376,,3/6/11,O,7.18.3.7,ch07.html#Heading425,FALSE
2356,9,Package Handling Code,,CWE,0,0,0,,376,,3/17/14,O,7.18.3.7,ch07.html#Heading450,FALSE
2356,81,Package Handling Code,,CWE,0,0,0,,376,,3/10/13,O,7.18.3.7,ch07.html#Heading426,FALSE
2356,91,Package Handling Code,,CWE,0,,,,376,,11/2/14,O,7.18.3.7,ch07.html#Heading451,FALSE
2356,92,Package Handling Code,,CWE,0,,,,376,,7/13/15,O,7.18.3.7,ch07.html#Heading460,FALSE
2357,8,Package Risk Code,,CWE,,,,,489,,3/6/11,O,7.18.3.8,ch07.html#Heading426,FALSE
2357,9,Package Risk Code,,CWE,0,0,0,,489,,3/17/14,O,7.18.3.8,ch07.html#Heading451,FALSE
2357,81,Package Risk Code,,CWE,0,0,0,,489,,3/10/13,O,7.18.3.8,ch07.html#Heading427,FALSE
2357,91,Package Risk Code,,CWE,0,,,,489,,11/2/14,O,7.18.3.8,ch07.html#Heading452,FALSE
2357,92,Package Risk Code,,CWE,0,,,,489,,7/13/15,O,7.18.3.8,ch07.html#Heading461,FALSE
2361,8,Performing Facility,,XON,,,,,0,,3/6/11,O,6.5.1.32,ch06.html#Heading49,FALSE
2361,9,Performing Facility,,XON,0,0,0,,0,,3/17/14,O,6.5.1.32,ch06.html#Heading49,FALSE
2361,81,Performing Facility,,XON,0,0,0,,0,,3/10/13,O,6.5.1.32,ch06.html#Heading49,FALSE
2361,91,Performing Facility,,XON,0,,,,0,,11/2/14,O,6.5.1.32,ch06.html#Heading49,FALSE
2361,92,Performing Facility,,XON,0,,,,0,,7/13/15,O,6.5.1.32,ch06.html#Heading49,FALSE
2362,8,Ordering Facility,,XON,,,,,0,,3/6/11,O,6.5.1.33,ch06.html#Heading50,FALSE
2362,9,Ordering Facility,,XON,0,0,0,,0,,3/17/14,O,6.5.1.33,ch06.html#Heading50,FALSE
2362,81,Ordering Facility,,XON,0,0,0,,0,,3/10/13,O,6.5.1.33,ch06.html#Heading50,FALSE
2362,91,Ordering Facility,,XON,0,,,,0,,11/2/14,O,6.5.1.33,ch06.html#Heading50,FALSE
2362,92,Ordering Facility,,XON,0,,,,0,,7/13/15,O,6.5.1.33,ch06.html#Heading50,FALSE
2363,8,Item Number,,CWE,,,,,0,,3/6/11,O,6.5.1.34,ch06.html#Heading51,FALSE
2363,9,Item Number,,CWE,0,0,0,,0,,3/17/14,O,6.5.1.34,ch06.html#Heading51,FALSE
2363,81,Item Number,,CWE,0,0,0,,0,,3/10/13,O,6.5.1.34,ch06.html#Heading51,FALSE
2363,91,Item Number,,CWE,0,,,,0,,11/2/14,O,6.5.1.34,ch06.html#Heading51,FALSE
2363,92,Item Number,,CWE,0,,,,0,,7/13/15,O,6.5.1.34,ch06.html#Heading51,FALSE
2364,8,Model Number,,ST,,,,20=,0,,3/6/11,O,6.5.1.35,ch06.html#Heading52,FALSE
2364,9,Model Number,,ST,0,0,0,20=,0,,3/17/14,O,6.5.1.35,ch06.html#Heading52,FALSE
2364,81,Model Number,,ST,0,0,0,,0,,3/10/13,O,6.5.1.35,ch06.html#Heading52,FALSE
2364,91,Model Number,,ST,0,,,,0,,11/2/14,O,6.5.1.35,ch06.html#Heading52,FALSE
2364,92,Model Number,,ST,0,,,20=,0,,7/13/15,O,6.5.1.35,ch06.html#Heading52,FALSE
2365,8,Special Processing Code,,CWE,,,,,0,,3/6/11,O,6.5.1.36,ch06.html#Heading53,FALSE
2365,9,Special Processing Code,,CWE,0,0,0,,0,,3/17/14,O,6.5.1.36,ch06.html#Heading53,FALSE
2365,81,Special Processing Code,,CWE,0,0,0,,0,,3/10/13,O,6.5.1.36,ch06.html#Heading53,FALSE
2365,91,Special Processing Code,,CWE,0,,,,0,,11/2/14,O,6.5.1.36,ch06.html#Heading53,FALSE
2365,92,Special Processing Code,,CWE,0,,,,0,,7/13/15,O,6.5.1.36,ch06.html#Heading53,FALSE
2366,8,Clinic Code,,CWE,,,,,0,,3/6/11,O,6.5.1.37,ch06.html#Heading54,FALSE
2366,9,Clinic Code,,CWE,0,0,0,,0,,3/17/14,O,6.5.1.37,ch06.html#Heading54,FALSE
2366,81,Clinic Code,,CWE,0,0,0,,0,,3/10/13,O,6.5.1.37,ch06.html#Heading54,FALSE
2366,91,Clinic Code,,CWE,0,,,,0,,11/2/14,O,6.5.1.37,ch06.html#Heading54,FALSE
2366,92,Clinic Code,,CWE,0,,,,0,,7/13/15,O,6.5.1.37,ch06.html#Heading54,FALSE
2367,8,Referral Number,,CX,,,,,0,,3/6/11,O,6.5.1.38,ch06.html#Heading55,FALSE
2367,9,Referral Number,,CX,0,0,0,,0,,3/17/14,O,6.5.1.38,ch06.html#Heading55,FALSE
2367,81,Referral Number,,CX,0,0,0,,0,,3/10/13,O,6.5.1.38,ch06.html#Heading55,FALSE
2367,91,Referral Number,,CX,0,,,,0,,11/2/14,O,6.5.1.38,ch06.html#Heading55,FALSE
2367,92,Referral Number,,CX,0,,,,0,,7/13/15,O,6.5.1.38,ch06.html#Heading55,FALSE
2368,8,Authorization Number,,CX,,,,,0,,3/6/11,O,6.5.1.39,ch06.html#Heading56,FALSE
2368,9,Authorization Number,,CX,0,0,0,,0,,3/17/14,O,6.5.1.39,ch06.html#Heading56,FALSE
2368,81,Authorization Number,,CX,0,0,0,,0,,3/10/13,O,6.5.1.39,ch06.html#Heading56,FALSE
2368,91,Authorization Number,,CX,0,,,,0,,11/2/14,O,6.5.1.39,ch06.html#Heading56,FALSE
2368,92,Authorization Number,,CX,0,,,,0,,7/13/15,O,6.5.1.39,ch06.html#Heading56,FALSE
2369,8,Service Provider Taxonomy Code,,CWE,,,,,0,,3/6/11,O,6.5.1.40,ch06.html#Heading57,FALSE
2369,9,Service Provider Taxonomy Code,,CWE,0,0,0,,0,,3/17/14,O,6.5.1.40,ch06.html#Heading57,FALSE
2369,81,Service Provider Taxonomy Code,,CWE,0,0,0,,0,,3/10/13,O,6.5.1.40,ch06.html#Heading57,FALSE
2369,91,Service Provider Taxonomy Code,,CWE,0,,,,0,,11/2/14,O,6.5.1.40,ch06.html#Heading57,FALSE
2369,92,Service Provider Taxonomy Code,,CWE,0,,,,0,,7/13/15,O,6.5.1.40,ch06.html#Heading57,FALSE
2370,8,NDC Qty and UOM,,CQ,,,,,0,,3/6/11,O,6.5.1.43,ch06.html#Heading60,FALSE
2370,9,NDC Qty and UOM,,CQ,0,0,0,,0,,3/17/14,O,6.5.1.43,ch06.html#Heading60,FALSE
2370,81,NDC Qty and UOM,,CQ,0,0,0,,0,,3/10/13,O,6.5.1.43,ch06.html#Heading60,FALSE
2370,91,NDC Qty and UOM,,CQ,0,,,,0,,11/2/14,O,6.5.1.43,ch06.html#Heading60,FALSE
2370,92,NDC Qty and UOM,,CQ,0,,,,0,,7/13/15,O,6.5.1.43,ch06.html#Heading60,FALSE
2371,8,Treating Organizational Unit,,PL,,,,,0,,3/6/11,O,6.5.4.23,ch06.html#Heading145,FALSE
2371,9,Treating Organizational Unit,,PL,0,0,0,,0,,3/17/14,O,6.5.4.23,ch06.html#Heading148,FALSE
2371,81,Treating Organizational Unit,,PL,0,0,0,,0,,3/10/13,O,6.5.4.23,ch06.html#Heading145,FALSE
2371,91,Treating Organizational Unit,,PL,0,,,,0,,11/2/14,O,6.5.4.23,ch06.html#Heading148,FALSE
2371,92,Treating Organizational Unit,,PL,0,,,,0,,7/13/15,O,6.5.4.23,ch06.html#Heading148,FALSE
2372,8,Respiratory Within Surgery,,ID,1..1,1,1,,136,,3/6/11,O,6.5.4.24,ch06.html#Heading146,FALSE
2372,9,Respiratory Within Surgery,,ID,1..1,1,1,,136,,3/17/14,O,6.5.4.24,ch06.html#Heading149,FALSE
2372,81,Respiratory Within Surgery,,ID,1..1,1,1,,136,,3/10/13,O,6.5.4.24,ch06.html#Heading146,FALSE
2372,91,Respiratory Within Surgery,,ID,1..1,,,,136,,11/2/14,O,6.5.4.24,ch06.html#Heading149,FALSE
2372,92,Respiratory Within Surgery,,ID,1..1,1,1,,136,,7/13/15,O,6.5.4.24,ch06.html#Heading149,FALSE
2373,8,Parent Procedure ID,,EI,,,,,0,,3/6/11,O,6.5.4.25,ch06.html#Heading147,FALSE
2373,9,Parent Procedure ID,,EI,0,0,0,,0,,3/17/14,O,6.5.4.25,ch06.html#Heading150,FALSE
2373,81,Parent Procedure ID,,EI,0,0,0,,0,,3/10/13,O,6.5.4.25,ch06.html#Heading147,FALSE
2373,91,Parent Procedure ID,,EI,0,,,,0,,11/2/14,O,6.5.4.25,ch06.html#Heading150,FALSE
2373,92,Parent Procedure ID,,EI,0,,,,0,,7/13/15,O,6.5.4.25,ch06.html#Heading150,FALSE
2374,8,Degree of patient liability,,NM,,,,3#,0,,3/6/11,O,6.5.9.12,ch06.html#Heading372,FALSE
2374,9,Degree of patient liability,,NM,0,0,0,3#,0,,3/17/14,O,6.5.9.12,ch06.html#Heading383,FALSE
2374,81,Degree of patient liability,,NM,0,0,0,,0,,3/10/13,O,6.5.9.12,ch06.html#Heading372,FALSE
2374,91,Degree of patient liability,,NM,0,,,,0,,11/2/14,O,6.5.9.12,ch06.html#Heading383,FALSE
2374,92,Degree of patient liability,,NM,0,,,3#,0,,7/13/15,O,6.5.9.12,ch06.html#Heading383,FALSE
2375,8,Requested Discipline(s),,CWE,,,,,0,,3/6/11,O,11.8.2.11,ch11.html#Heading87,FALSE
2375,9,Requested Discipline(s),,CWE,0,0,0,,0,,3/17/14,O,11.8.2.11,ch11.html#Heading104,FALSE
2375,81,Requested Discipline(s),,CWE,0,0,0,,0,,3/10/13,O,11.7.2.11,ch11.html#Heading86,FALSE
2375,91,Requested Discipline(s),,CWE,0,,,,0,,11/2/14,O,11.8.2.11,ch11.html#Heading104,FALSE
2375,92,Requested Discipline(s),,CWE,0,,,,0,,7/13/15,O,11.8.2.11,ch11.html#Heading104,FALSE
2376,8,Authorized Discipline(s),,CWE,,,,,0,,3/6/11,O,11.8.2.12,ch11.html#Heading88,FALSE
2376,9,Authorized Discipline(s),,CWE,0,0,0,,0,,3/17/14,O,11.8.2.12,ch11.html#Heading105,FALSE
2376,81,Authorized Discipline(s),,CWE,0,0,0,,0,,3/10/13,O,11.7.2.12,ch11.html#Heading87,FALSE
2376,91,Authorized Discipline(s),,CWE,0,,,,0,,11/2/14,O,11.8.2.12,ch11.html#Heading105,FALSE
2376,92,Authorized Discipline(s),,CWE,0,,,,0,,7/13/15,O,11.8.2.12,ch11.html#Heading105,FALSE
2377,8,Organization,,XON,,,,,0,,3/6/11,O,15.4.7.14,ch15.html#Heading117,FALSE
2377,9,Organization,,XON,0,0,0,,0,,3/17/14,O,15.4.7.14,ch15.html#Heading117,FALSE
2377,81,Organization,,XON,0,0,0,,0,,3/10/13,O,15.4.7.14,ch15.html#Heading117,FALSE
2377,91,Organization,,XON,0,,,,0,,11/2/14,O,15.4.7.14,ch15.html#Heading117,FALSE
2377,92,Organization,,XON,0,,,,0,,7/13/15,O,15.4.7.14,ch15.html#Heading117,FALSE
2378,8,Folder Assignment,,CWE,,,,,0,,3/6/11,O,9.7.3.24,ch09.html#Heading116,FALSE
2378,9,Folder Assignment,,CWE,0,0,0,,0,,3/17/14,O,9.7.3.24,ch09.html#Heading117,FALSE
2378,81,Folder Assignment,,CWE,0,0,0,,0,,3/10/13,O,9.7.3.24,ch09.html#Heading116,FALSE
2378,91,Folder Assignment,,CWE,0,,,,0,,11/2/14,O,9.7.3.24,ch09.html#Heading117,FALSE
2378,92,Folder Assignment,,CWE,0,,,,0,,7/13/15,O,9.7.3.24,ch09.html#Heading117,FALSE
2379,8,Participation Instance ID,,EI,1..4,1,4,,0,,3/6/11,O,7.4.4.1,ch07.html#Heading170,FALSE
2379,9,Participation Instance ID,,EI,1..4,1,4,,0,,3/17/14,O,7.4.4.1,ch07.html#Heading179,FALSE
2379,81,Participation Instance ID,,EI,1..4,1,4,,0,,3/10/13,O,7.4.4.1,ch07.html#Heading171,FALSE
2379,91,Participation Instance ID,,EI,1..4,,,,0,,11/2/14,O,7.4.4.1,ch07.html#Heading180,FALSE
2379,92,Participation Instance ID,,EI,1..4,1,4,,0,,7/13/15,O,7.4.4.1,ch07.html#Heading182,FALSE
2380,8,Action Reason,,CWE,,,,,0,,3/6/11,O,7.4.4.3,ch07.html#Heading172,FALSE
2380,9,Action Reason,,CWE,0,0,0,,0,,3/17/14,O,7.4.4.3,ch07.html#Heading181,FALSE
2380,81,Action Reason,,CWE,0,0,0,,0,,3/10/13,O,7.4.4.3,ch07.html#Heading173,FALSE
2380,91,Action Reason,,CWE,0,,,,0,,11/2/14,O,7.4.4.3,ch07.html#Heading182,FALSE
2380,92,Action Reason,,CWE,0,,,,0,,7/13/15,O,7.4.4.3,ch07.html#Heading184,FALSE
2381,8,Participation,,CWE,,,,,912,,3/6/11,O,7.4.4.4,ch07.html#Heading173,FALSE
2381,9,Participation,,CWE,0,0,0,,912,,3/17/14,O,7.4.4.4,ch07.html#Heading182,FALSE
2381,81,Participation,,CWE,0,0,0,,912,,3/10/13,O,7.4.4.4,ch07.html#Heading174,FALSE
2381,91,Participation,,CWE,0,,,,912,,11/2/14,O,7.4.4.4,ch07.html#Heading183,FALSE
2381,92,Participation,,CWE,0,,,,912,,7/13/15,O,7.4.4.4,ch07.html#Heading185,FALSE
2382,8,Participation Person,,XCN,,,,,0,,3/6/11,O,7.4.4.5,ch07.html#Heading174,FALSE
2382,9,Participation Person,,XCN,0,0,0,,0,,3/17/14,O,7.4.4.5,ch07.html#Heading183,FALSE
2382,81,Participation Person,,XCN,0,0,0,,0,,3/10/13,O,7.4.4.5,ch07.html#Heading175,FALSE
2382,91,Participation Person,,XCN,0,,,,0,,11/2/14,O,7.4.4.5,ch07.html#Heading184,FALSE
2382,92,Participation Person,,XCN,0,,,,0,,7/13/15,O,7.4.4.5,ch07.html#Heading186,FALSE
2383,8,Participation Person Provider Type,,CWE,,,,,0,,3/6/11,O,7.4.4.6,ch07.html#Heading175,FALSE
2383,9,Participation Person Provider Type,,CWE,0,0,0,,0,,3/17/14,O,7.4.4.6,ch07.html#Heading184,FALSE
2383,81,Participation Person Provider Type,,CWE,0,0,0,,0,,3/10/13,O,7.4.4.6,ch07.html#Heading176,FALSE
2383,91,Participation Person Provider Type,,CWE,0,,,,0,,11/2/14,O,7.4.4.6,ch07.html#Heading185,FALSE
2383,92,Participation Person Provider Type,,CWE,0,,,,0,,7/13/15,O,7.4.4.6,ch07.html#Heading187,FALSE
2384,8,Participant Organization Unit Type,,CWE,,,,,406,,3/6/11,O,7.4.4.7,ch07.html#Heading176,FALSE
2384,9,Participant Organization Unit Type,,CWE,0,0,0,,406,,3/17/14,O,7.4.4.7,ch07.html#Heading185,FALSE
2384,81,Participant Organization Unit Type,,CWE,0,0,0,,406,,3/10/13,O,7.4.4.7,ch07.html#Heading177,FALSE
2384,91,Participant Organization Unit Type,,CWE,0,,,,406,,11/2/14,O,7.4.4.7,ch07.html#Heading186,FALSE
2384,92,Participant Organization Unit Type,,CWE,0,,,,406,,7/13/15,O,7.4.4.7,ch07.html#Heading188,FALSE
2385,8,Participation Organization,,XON,,,,,0,,3/6/11,O,7.4.4.8,ch07.html#Heading177,FALSE
2385,9,Participation Organization,,XON,0,0,0,,0,,3/17/14,O,7.4.4.8,ch07.html#Heading186,FALSE
2385,81,Participation Organization,,XON,0,0,0,,0,,3/10/13,O,7.4.4.8,ch07.html#Heading178,FALSE
2385,91,Participation Organization,,XON,0,,,,0,,11/2/14,O,7.4.4.8,ch07.html#Heading187,FALSE
2385,92,Participation Organization,,XON,0,,,,0,,7/13/15,O,7.4.4.8,ch07.html#Heading189,FALSE
2386,8,Participant Location,,PL,,,,,0,,3/6/11,O,7.4.4.9,ch07.html#Heading178,FALSE
2386,9,Participant Location,,PL,0,0,0,,0,,3/17/14,O,7.4.4.9,ch07.html#Heading187,FALSE
2386,81,Participant Location,,PL,0,0,0,,0,,3/10/13,O,7.4.4.9,ch07.html#Heading179,FALSE
2386,91,Participant Location,,PL,0,,,,0,,11/2/14,O,7.4.4.9,ch07.html#Heading188,FALSE
2386,92,Participant Location,,PL,0,,,,0,,7/13/15,O,7.4.4.9,ch07.html#Heading190,FALSE
2387,8,Participation Begin Date/Time (arrival time),,DTM,,,,,0,,3/6/11,O,7.4.4.11,ch07.html#Heading180,FALSE
2387,9,Participation Begin Date/Time (arrival time),,DTM,0,0,0,,0,,3/17/14,O,7.4.4.11,ch07.html#Heading189,FALSE
2387,81,Participation Begin Date/Time (arrival time),,DTM,0,0,0,,0,,3/10/13,O,7.4.4.11,ch07.html#Heading181,FALSE
2387,91,Participation Begin Date/Time (arrival time),,DTM,0,,,,0,,11/2/14,O,7.4.4.11,ch07.html#Heading190,FALSE
2387,92,Participation Begin Date/Time (arrival time),,DTM,0,,,,0,,7/13/15,O,7.4.4.11,ch07.html#Heading192,FALSE
2388,8,Participation End Date/Time (departure time),,DTM,,,,,0,,3/6/11,O,7.4.4.12,ch07.html#Heading181,FALSE
2388,9,Participation End Date/Time (departure time),,DTM,0,0,0,,0,,3/17/14,O,7.4.4.12,ch07.html#Heading190,FALSE
2388,81,Participation End Date/Time (departure time),,DTM,0,0,0,,0,,3/10/13,O,7.4.4.12,ch07.html#Heading182,FALSE
2388,91,Participation End Date/Time (departure time),,DTM,0,,,,0,,11/2/14,O,7.4.4.12,ch07.html#Heading191,FALSE
2388,92,Participation End Date/Time (departure time),,DTM,0,,,,0,,7/13/15,O,7.4.4.12,ch07.html#Heading193,FALSE
2389,8,Participation Qualitative Duration,,CWE,,,,,0,,3/6/11,O,7.4.4.13,ch07.html#Heading182,FALSE
2389,9,Participation Qualitative Duration,,CWE,0,0,0,,0,,3/17/14,O,7.4.4.13,ch07.html#Heading191,FALSE
2389,81,Participation Qualitative Duration,,CWE,0,0,0,,0,,3/10/13,O,7.4.4.13,ch07.html#Heading183,FALSE
2389,91,Participation Qualitative Duration,,CWE,0,,,,0,,11/2/14,O,7.4.4.13,ch07.html#Heading192,FALSE
2389,92,Participation Qualitative Duration,,CWE,0,,,,0,,7/13/15,O,7.4.4.13,ch07.html#Heading194,FALSE
2390,8,Participation Address,,XAD,,,,,0,,3/6/11,O,7.4.4.14,ch07.html#Heading183,FALSE
2390,9,Participation Address,,XAD,0,0,0,,0,,3/17/14,O,7.4.4.14,ch07.html#Heading192,FALSE
2390,81,Participation Address,,XAD,0,0,0,,0,,3/10/13,O,7.4.4.14,ch07.html#Heading184,FALSE
2390,91,Participation Address,,XAD,0,,,,0,,11/2/14,O,7.4.4.14,ch07.html#Heading193,FALSE
2390,92,Participation Address,,XAD,0,,,,0,,7/13/15,O,7.4.4.14,ch07.html#Heading195,FALSE
2391,8,Participant Telecommunication Address,,XTN,,,,,0,,3/6/11,O,7.4.4.15,ch07.html#Heading184,FALSE
2391,9,Participant Telecommunication Address,,XTN,0,0,0,,0,,3/17/14,O,7.4.4.15,ch07.html#Heading193,FALSE
2391,81,Participant Telecommunication Address,,XTN,0,0,0,,0,,3/10/13,O,7.4.4.15,ch07.html#Heading185,FALSE
