comp_no,version_id,description,interpretation,table_id,modification,data_type_code,data_structure,last_change,section
486,92,Formatted Text,,0,O,FT,FT,7/13/15,
487,8,State or Province,Bundesland,0,O,ST,ST,3/7/11,
487,92,Name of Coding System,,396,O,ID,ID,7/13/15,
488,8,Zip or Postal Code,Postleitzahl,0,O,ST,ST,3/7/11,
488,92,Alternate Identifier,,0,O,ST,ST,7/13/15,
489,8,Country,Staat,399,O,ID,ID,3/6/11,
489,92,Alternate Formatted Text,,0,O,FT,FT,7/13/15,
490,8,Address Type,Typ der Adresse,190,O,ID,ID,3/6/11,
490,92,Name of Alternate Coding System,,396,O,ID,ID,7/13/15,
491,8,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,3/7/11,
491,92,Coding System Version ID,,0,O,ST,ST,7/13/15,
492,8,Authorization Number,Aktenzeichen der Kostenübernahme,0,O,ST,ST,3/7/11,
492,92,Alternate Coding System Version ID,,0,O,ST,ST,7/13/15,
493,8,Date,Datum,0,O,DT,DT,3/7/11,
493,92,Original Text,,0,O,ST,ST,7/13/15,
494,8,Source,Aktenzeichen der Kostenübernahme,0,O,ST,ST,3/7/11,
494,92,Second Alternate Identifier,,0,O,ST,ST,7/13/15,
495,8,Invocation Event,Rechnungslegung bei,100,O,ID,ID,3/6/11,
495,92,Second Alternate Formatted Text,,0,O,FT,FT,7/13/15,
496,8,Date/time,Zeitpunkt,0,O,DTM,DTM,3/7/11,
496,92,Name of Second Alternate Coding System,,396,O,ID,ID,7/13/15,
497,8,Channel Calibration Sensitivity Correction Factor,,0,O,NM,NM,3/7/11,
497,92,Second Alternate Coding System Version ID,,0,O,ST,ST,7/13/15,
498,8,Channel Calibration Baseline,,0,O,NM,NM,3/7/11,
498,92,Coding System OID,,0,O,ST,ST,7/13/15,
499,8,Channel Calibration Time Skew,,0,O,NM,NM,3/7/11,
499,92,Value Set OID,,0,O,ST,ST,7/13/15,
500,8,Channel Identifier,,0,O,WVI,WVI,3/7/11,
500,92,Value Set Version ID,,0,O,DTM,DTM,7/13/15,
501,8,Waveform Source,,0,O,WVS,WVS,3/7/11,
501,92,Alternate Coding System OID,,0,O,ST,ST,7/13/15,
502,8,Channel Sensitivity and Units,,0,O,CSU,CSU,3/7/11,
502,92,Alternate Value Set OID,,0,O,ST,ST,7/13/15,
503,8,Channel Calibration Parameters,,0,O,CCP,CCP,3/7/11,
503,92,Alternate Value Set Version ID,,0,O,DTM,DTM,7/13/15,
504,8,Channel Sampling Frequency,,0,O,NM,NM,3/7/11,
504,92,Second Alternate Coding System OID,,0,O,ST,ST,7/13/15,
505,8,Minimum and Maximum Data Values,,0,O,NR,NR,3/7/11,
505,92,Second Alternate Value Set OID,,0,O,ST,ST,7/13/15,
506,8,Identifier,Schlüssel,0,O,ST,ST,3/7/11,
506,92,Second Alternate Value Set Version ID,,0,O,DTM,DTM,7/13/15,
507,8,Formatted Text,formatierter Text,0,O,FT,FT,3/7/11,
507,92,Identifier,,0,O,ST,ST,7/13/15,
508,8,Name of Coding System,Kodiersystem,396,O,ID,ID,3/6/11,
508,92,Text,,0,O,ST,ST,7/13/15,
509,8,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,3/7/11,
509,92,Name of Coding System,,396,O,ID,ID,7/13/15,
510,8,Alternate Formatted Text,alternativer formatierter Text,0,O,FT,FT,3/7/11,
510,92,Alternate Identifier,,0,O,ST,ST,7/13/15,
511,8,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,3/6/11,
511,92,Alternate Text,,0,O,ST,ST,7/13/15,
512,8,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,3/7/11,
512,92,Name of Alternate Coding System,,396,O,ID,ID,7/13/15,
513,8,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,3/7/11,
513,92,Coding System Version ID,,0,O,ST,ST,7/13/15,
514,8,Original Text,Originaltext,0,O,ST,ST,3/7/11,
514,92,Alternate Coding System Version ID,,0,O,ST,ST,7/13/15,
515,8,Second Alternate Identifier,,0,O,ST,ST,3/7/11,
515,92,Original Text,,0,O,ST,ST,7/13/15,
516,8,Second Alternate Formatted Text,,0,O,FT,FT,3/7/11,
516,92,Second Alternate Identifier,,0,O,ST,ST,7/13/15,
517,8,Name of Second Alternate Coding System,,396,O,ID,ID,3/6/11,
517,92,Second Alternate Text,,0,O,ST,ST,7/13/15,
518,8,Second Alternate Coding System Version ID,,0,O,ST,ST,3/7/11,
518,92,Name of Second Alternate Coding System,,396,O,ID,ID,7/13/15,
519,8,Coding System OID,,0,O,ST,ST,3/7/11,
519,92,Second Alternate Coding System Version ID,,0,O,ST,ST,7/13/15,
520,8,Value Set OID,,0,O,ST,ST,3/7/11,
520,92,Coding System OID,,0,O,ST,ST,7/13/15,
521,8,Value Set Version ID,,0,O,DTM,DTM,3/7/11,
521,92,Value Set OID,,0,O,ST,ST,7/13/15,
522,8,Alternate Coding System OID,,0,O,ST,ST,3/7/11,
522,92,Value Set Version ID,,0,O,DTM,DTM,7/13/15,
523,8,Alternate Value Set OID,,0,O,ST,ST,3/7/11,
523,92,Alternate Coding System OID,,0,O,ST,ST,7/13/15,
524,8,Alternate Value Set Version ID,,0,O,DTM,DTM,3/7/11,
524,92,Alternate Value Set OID,,0,O,ST,ST,7/13/15,
525,8,Second Alternate Coding System OID,,0,O,ST,ST,3/7/11,
525,92,Alternate Value Set Version ID,,0,O,DTM,DTM,7/13/15,
526,8,Second Alternate Value Set OID,,0,O,ST,ST,3/7/11,
526,92,Second Alternate Coding System OID,,0,O,ST,ST,7/13/15,
527,8,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/7/11,
527,92,Second Alternate Value Set OID,,0,O,ST,ST,7/13/15,
528,8,Identifier,Schlüssel,0,O,ST,ST,3/7/11,
528,92,Second Alternate Value Set Version ID,,0,O,DTM,DTM,7/13/15,
529,8,Text,Text,0,O,ST,ST,3/7/11,
529,92,ID Number,,0,O,ST,ST,7/13/15,
530,8,Name of Coding System,Kodiersystem,396,O,ID,ID,3/6/11,
530,92,Family Name,,0,O,ST,ST,7/13/15,
531,8,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,3/7/11,
531,92,Given Name,,0,O,ST,ST,7/13/15,
532,8,Alternate Text,alternativer Text,0,O,ST,ST,3/7/11,
532,92,Second and Further Given Names or Initials Thereof,,0,O,ST,ST,7/13/15,
533,8,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,3/6/11,
533,92,"Suffix (e.g., JR or III)",,0,O,ST,ST,7/13/15,
534,8,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,3/7/11,
534,92,"Prefix (e.g., DR)",,0,O,ST,ST,7/13/15,
535,8,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,3/7/11,
535,92,"Degree (e.g., MD)",,360,O,IS,IS,7/13/15,
536,8,Original Text,Originaltext,0,O,ST,ST,3/7/11,
536,92,Source Table,,297,O,IS,IS,7/13/15,
537,8,Second Alternate Identifier,,0,O,ST,ST,3/7/11,
537,92,Assigning Authority   - Namespace ID,,363,O,IS,IS,7/13/15,
538,8,Second Alternate Text,,0,O,ST,ST,3/7/11,
538,92,Assigning Authority  - Universal ID,,0,O,ST,ST,7/13/15,
539,8,Name of Second Alternate Coding System,,396,O,ID,ID,3/6/11,
539,92,Assigning Authority  - Universal ID Type,,301,O,ID,ID,7/13/15,
540,8,Second Alternate Coding System Version ID,,0,O,ST,ST,3/7/11,
540,92,Price,,0,O,MO,MO,7/13/15,
541,8,Coding System OID,,0,O,ST,ST,3/7/11,
541,92,Price Type,,205,O,ID,ID,7/13/15,
542,8,Value Set OID,,0,O,ST,ST,3/7/11,
542,92,From Value,,0,O,NM,NM,7/13/15,
543,8,Value Set Version ID,,0,O,DTM,DTM,3/7/11,
543,92,To Value,,0,O,NM,NM,7/13/15,
544,8,Alternate Coding System OID,,0,O,ST,ST,3/7/11,
544,92,Range Units,,0,O,CWE,CWE,7/13/15,
545,8,Alternate Value Set OID,,0,O,ST,ST,3/7/11,
545,92,Range Type,,298,O,ID,ID,7/13/15,
546,8,Alternate Value Set Version ID,,0,O,DTM,DTM,3/7/11,
546,92,Quantity,,0,O,NM,NM,7/13/15,
547,8,Second Alternate Coding System OID,,0,O,ST,ST,3/7/11,
547,92,Units,,9999,O,CWE,CWE,7/13/15,
548,8,Second Alternate Value Set OID,,0,O,ST,ST,3/7/11,
548,92,Channel Sensitivity,,0,O,NM,NM,7/13/15,
549,8,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/7/11,
549,92,Unit of Measure Identifier,,0,O,ST,ST,7/13/15,
550,8,ID Number,Identifikator,0,O,ST,ST,3/7/11,
550,92,Unit of Measure Description,,0,O,ST,ST,7/13/15,
551,8,Family Name,Familienname,0,O,ST,ST,3/7/11,
551,92,Unit of Measure Coding System,,396,O,ID,ID,7/13/15,
552,8,Given Name,Vorname,0,O,ST,ST,3/7/11,
552,92,Alternate Unit of Measure Identifier,,0,O,ST,ST,7/13/15,
553,8,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,3/7/11,
553,92,Alternate Unit of Measure Description,,0,O,ST,ST,7/13/15,
554,8,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,3/7/11,
554,92,Alternate Unit of Measure Coding System,,396,O,ID,ID,7/13/15,
555,8,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,3/7/11,
555,92,Unit of Measure Coding System Version ID,,0,O,ST,ST,7/13/15,
556,8,"Degree (e.g., MD)",nicht mehr verwenden,360,O,IS,IS,3/6/11,
556,92,Alternate Unit of Measure Coding System Version ID,,0,O,ST,ST,7/13/15,
557,8,Source Table,Quelle der ID,297,O,IS,IS,3/6/11,
557,92,Original Text,,0,O,ST,ST,7/13/15,
558,8,Assigning Authority   - Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,3/6/11,
558,92,Second Alternate Unit of Measure Identifier,,0,O,ST,ST,7/13/15,
559,8,Assigning Authority  - Universal ID,"ausgebende Instanz - Identifikator, univers. Form",0,O,ST,ST,3/7/11,
559,92,Second Alternate Unit of Measure Text,,0,O,ST,ST,7/13/15,
560,8,Assigning Authority  - Universal ID Type,ausgebende Instanz - Typ der Universal ID,301,O,ID,ID,3/6/11,
560,92,Name of Second Alternate Unit of Measure Coding Sy,,396,O,ID,ID,7/13/15,
561,8,Price,Wert,0,O,MO,MO,3/7/11,
561,92,Second Alternate Unit of Measure Coding System Ver,,0,O,ST,ST,7/13/15,
562,8,Price Type,Kostenart,205,O,ID,ID,3/6/11,
562,92,Unit of Measure Coding System OID,,0,O,ST,ST,7/13/15,
563,8,From Value,Mindestbetrag,0,O,NM,NM,3/7/11,
563,92,Unit of Measure Value Set OID,,0,O,ST,ST,7/13/15,
564,8,To Value,Höchstbetrag,0,O,NM,NM,3/7/11,
564,92,Unit of Measure Value Set Version ID,,0,O,DTM,DTM,7/13/15,
565,8,Range Units,Einheit für Mindest-/Höchstbetrag,0,O,CWE,CWE,3/7/11,
565,92,Alternate Unit of Measure Coding System OID,,0,O,ST,ST,7/13/15,
566,8,Range Type,anteilige Berechnung,298,O,ID,ID,3/6/11,
566,92,Alternate Unit of Measure Value Set OID,,0,O,ST,ST,7/13/15,
567,8,Quantity,Menge,0,O,NM,NM,3/7/11,
567,92,Alternate Unit of Measure Value Set Version ID,,0,O,DTM,DTM,7/13/15,
568,8,Units,Einheit,9999,O,CWE,CWE,3/7/11,
568,92,Alternate Unit of Measure Coding System OID,,0,O,ST,ST,7/13/15,
569,8,Channel Sensitivity,,0,O,NM,NM,3/7/11,
569,92,Alternate Unit of Measure Value Set OID,,0,O,ST,ST,7/13/15,
570,8,Unit of Measure Identifier,,0,O,ST,ST,3/7/11,
570,92,Alternate Unit of Measure Value Set Version ID,,0,O,ST,ST,7/13/15,
571,8,Unit of Measure Description,,0,O,ST,ST,3/7/11,
571,92,Identifier,,0,O,ST,ST,7/13/15,
572,8,Unit of Measure Coding System,,396,O,ID,ID,3/6/11,
572,92,Text,,0,O,ST,ST,7/13/15,
573,8,Alternate Unit of Measure Identifier,,0,O,ST,ST,3/7/11,
573,92,Name of Coding System,,396,O,ID,ID,7/13/15,
574,8,Alternate Unit of Measure Description,,0,O,ST,ST,3/7/11,
574,92,Alternate Identifier,,0,O,ST,ST,7/13/15,
575,8,Alternate Unit of Measure Coding System,,396,O,ID,ID,3/6/11,
575,92,Alternate Text,,0,O,ST,ST,7/13/15,
576,8,Unit of Measure Coding System Version ID,,0,O,ST,ST,3/7/11,
576,92,Name of Alternate Coding System,,396,O,ID,ID,7/13/15,
577,8,Alternate Unit of Measure Coding System Version ID,,0,O,ST,ST,3/7/11,
577,92,Coding System Version ID,,0,O,ST,ST,7/13/15,
578,8,Original Text,Originaltext,0,O,ST,ST,3/7/11,
578,92,Alternate Coding System Version ID,,0,O,ST,ST,7/13/15,
579,8,Second Alternate Unit of Measure Identifier,,0,O,ST,ST,3/7/11,
579,92,Original Text,,0,O,ST,ST,7/13/15,
580,8,Second Alternate Unit of Measure Text,,0,O,ST,ST,3/7/11,
580,92,Second Alternate Identifier,,0,O,ST,ST,7/13/15,
581,8,Name of Second Alternate Unit of Measure Coding Sy,,396,O,ID,ID,3/6/11,
581,92,Second Alternate Text,,0,O,ST,ST,7/13/15,
582,8,Second Alternate Unit of Measure Coding System Ver,,0,O,ST,ST,3/7/11,
582,92,Name of Second Alternate Coding System,,396,O,ID,ID,7/13/15,
583,8,Unit of Measure Coding System OID,,0,O,ST,ST,3/7/11,
583,92,Second Alternate Coding System Version ID,,0,O,ST,ST,7/13/15,
584,8,Unit of Measure Value Set OID,,0,O,ST,ST,3/7/11,
584,92,Coding System OID,,0,O,ST,ST,7/13/15,
585,8,Unit of Measure Value Set Version ID,,0,O,DTM,DTM,3/7/11,
585,92,Value Set OID,,0,O,ST,ST,7/13/15,
586,8,Alternate Unit of Measure Coding System OID,,0,O,ST,ST,3/7/11,
586,92,Value Set Version ID,,0,O,DTM,DTM,7/13/15,
587,8,Alternate Unit of Measure Value Set OID,,0,O,ST,ST,3/7/11,
587,92,Alternate Coding System OID,,0,O,ST,ST,7/13/15,
588,8,Alternate Unit of Measure Value Set Version ID,,0,O,DTM,DTM,3/7/11,
588,92,Alternate Value Set OID,,0,O,ST,ST,7/13/15,
589,8,Alternate Unit of Measure Coding System OID,,0,O,ST,ST,3/7/11,
589,92,Alternate Value Set Version ID,,0,O,DTM,DTM,7/13/15,
590,8,Alternate Unit of Measure Value Set OID,,0,O,ST,ST,3/7/11,
590,92,Second Alternate Coding System OID,,0,O,ST,ST,7/13/15,
591,8,Alternate Unit of Measure Value Set Version ID,,0,O,ST,ST,3/7/11,
591,92,Second Alternate Value Set OID,,0,O,ST,ST,7/13/15,
592,8,Identifier,Schlüssel,0,O,ST,ST,3/7/11,
592,92,Second Alternate Value Set Version ID,,0,O,DTM,DTM,7/13/15,
593,8,Text,Text,0,O,ST,ST,3/7/11,
593,92,ID Number,,0,O,ST,ST,7/13/15,
594,8,Name of Coding System,Kodiersystem,396,O,ID,ID,3/6/11,
594,92,Identifier Check Digit,,0,O,ST,ST,7/13/15,
595,8,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,3/7/11,
595,92,Check Digit Scheme,,61,O,ID,ID,7/13/15,
596,8,Alternate Text,alternativer Text,0,O,ST,ST,3/7/11,
596,92,Assigning Authority,,363,O,HD,HD,7/13/15,
597,8,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,3/6/11,
597,92,Identifier Type Code,,203,O,ID,ID,7/13/15,
598,8,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,3/7/11,
598,92,Assigning Facility,,0,O,HD,HD,7/13/15,
599,8,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,3/7/11,
599,92,Effective Date,,0,O,DT,DT,7/13/15,
600,8,Original Text,Originaltext,0,O,ST,ST,3/7/11,
600,92,Expiration Date,,0,O,DT,DT,7/13/15,
601,8,Second Alternate Identifier,,0,O,ST,ST,3/7/11,
601,92,Assigning Jurisdiction,,0,O,CWE,CWE,7/13/15,
602,8,Second Alternate Text,,0,O,ST,ST,3/7/11,
602,92,Assigning Agency or Department,,0,O,CWE,CWE,7/13/15,
603,8,Name of Second Alternate Coding System,,396,O,ID,ID,3/6/11,
603,92,Security Check,,0,O,ST,ST,7/13/15,
604,8,Second Alternate Coding System Version ID,,0,O,ST,ST,3/7/11,
604,92,Security Check Scheme,,904,O,ID,ID,7/13/15,
605,8,Coding System OID,,0,O,ST,ST,3/7/11,
605,92,Delay Days,,0,O,NM,NM,7/13/15,
606,8,Value Set OID,,0,O,ST,ST,3/7/11,
606,92,Monetary Amount,,0,O,MO,MO,7/13/15,
607,8,Value Set Version ID,,0,O,DTM,DTM,3/7/11,
607,92,Number of Days,,0,O,NM,NM,7/13/15,
608,8,Alternate Coding System OID,,0,O,ST,ST,3/7/11,
608,92,Date,,0,O,DTM,DTM,7/13/15,
609,8,Alternate Value Set OID,,0,O,ST,ST,3/7/11,
609,92,Institution Name,,531,O,CWE,CWE,7/13/15,
610,8,Alternate Value Set Version ID,,0,O,DTM,DTM,3/7/11,
610,92,Discharge to Location,,113,O,CWE,CWE,7/13/15,
611,8,Second Alternate Coding System OID,,0,O,ST,ST,3/7/11,
611,92,Effective Date,,0,O,DTM,DTM,7/13/15,
612,8,Second Alternate Value Set OID,,0,O,ST,ST,3/7/11,
612,92,License Number,,0,O,ST,ST,7/13/15,
613,8,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/7/11,
613,92,"Issuing State, Province, Country",,333,O,CWE,CWE,7/13/15,
614,8,ID Number,Identifikator,0,O,ST,ST,3/7/11,
614,92,Expiration Date,,0,O,DT,DT,7/13/15,
615,8,Identifier Check Digit,Prüfziffer,0,O,ST,ST,3/7/11,
615,92,Normal Range,,0,O,NR,NR,7/13/15,
616,8,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,3/6/11,
616,92,Numeric Threshold,,0,O,NM,NM,7/13/15,
617,8,Assigning Authority,ausgebende Instanz,363,O,HD,HD,3/6/11,
617,92,Change Computation,,523,O,ID,ID,7/13/15,
618,8,Identifier Type Code,Typ des Identifikators,203,O,ID,ID,3/6/11,
618,92,Days Retained,,0,O,NM,NM,7/13/15,
619,8,Assigning Facility,Ausstellungsort,0,O,HD,HD,3/7/11,
619,92,Range Start Date/Time,,0,O,DTM,DTM,7/13/15,
620,8,Effective Date,Gültigkeitsbeginn,0,O,DT,DT,3/7/11,
620,92,Range End Date/Time,,0,O,DTM,DTM,7/13/15,
621,8,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/7/11,
621,92,Date,,0,O,DT,DT,7/13/15,
622,8,Assigning Jurisdiction,ausgebende Körperschaft,0,O,CWE,CWE,3/7/11,
622,92,Date/Time,,0,O,DTM,DTM,7/13/15,
623,8,Assigning Agency or Department,ausgebende Abteilung,0,O,CWE,CWE,3/7/11,
623,92,Day Type,,149,O,CWE,CWE,7/13/15,
624,8,Security Check,,0,O,ST,ST,3/7/11,
624,92,Number of Days,,0,O,NM,NM,7/13/15,
625,8,Security Check Scheme,,904,O,ID,ID,3/6/11,
625,92,Source Application,,0,O,HD,HD,7/13/15,
626,8,Delay Days,,0,O,NM,NM,3/7/11,
626,92,Type of Data,,834,O,ID,ID,7/13/15,
627,8,Monetary Amount,Geldbetrag,0,O,MO,MO,3/7/11,
627,92,Data Subtype,,291,O,ID,ID,7/13/15,
628,8,Number of Days,,0,O,NM,NM,3/7/11,
628,92,Encoding,,299,O,ID,ID,7/13/15,
629,8,Date,Datum,0,O,DTM,DTM,3/7/11,
629,92,Data,,0,O,TX,TX,7/13/15,
630,8,Institution Name,Institutionsname,531,O,CWE,CWE,3/6/11,
630,92,Entity Identifier,,0,O,ST,ST,7/13/15,
631,8,Discharge to Location,,113,O,CWE,CWE,3/6/11,
631,92,Namespace ID,,363,O,IS,IS,7/13/15,
632,8,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/7/11,
632,92,Universal ID,,0,O,ST,ST,7/13/15,
633,8,License Number,,0,O,ST,ST,3/7/11,
633,92,Universal ID Type,,301,O,ID,ID,7/13/15,
634,8,"Issuing State, Province, Country",Ausstellende Behörde,333,O,CWE,CWE,3/6/11,
634,92,Placer Assigned Identifier,,0,O,EI,EI,7/13/15,
635,8,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/7/11,
635,92,Filler Assigned Identifier,,0,O,EI,EI,7/13/15,
636,8,Normal Range,,0,O,NR,NR,3/7/11,
636,92,Segment ID,,0,O,ST,ST,7/13/15,
637,8,Numeric Threshold,,0,O,NM,NM,3/7/11,
637,92,Segment Sequence,,0,O,NM,NM,7/13/15,
638,8,Change Computation,,523,O,ID,ID,3/6/11,
638,92,Field Position,,0,O,NM,NM,7/13/15,
639,8,Days Retained,,0,O,NM,NM,3/7/11,
639,92,Field Repetition,,0,O,NM,NM,7/13/15,
640,8,Range Start Date/Time,Anfangszeitpunkt,0,O,DTM,DTM,3/7/11,
640,92,Component Number,,0,O,NM,NM,7/13/15,
641,8,Range End Date/Time,Endzeitpunkt,0,O,DTM,DTM,3/7/11,
641,92,Sub-Component Number,,0,O,NM,NM,7/13/15,
642,8,Date,Datum,0,O,DT,DT,3/7/11,
642,92,Financial Class Code,,64,O,CWE,CWE,7/13/15,
643,8,Date/Time,Zeitpunkt,0,O,DTM,DTM,3/7/11,
643,92,Effective Date,,0,O,DTM,DTM,7/13/15,
644,8,Day Type,nicht verwendet,149,O,CWE,CWE,3/6/11,
644,92,Surname,,0,O,ST,ST,7/13/15,
645,8,Number of Days,,0,O,NM,NM,3/7/11,
645,92,Own Surname Prefix,,0,O,ST,ST,7/13/15,
646,8,Source Application,Datenquelle,0,O,HD,HD,3/7/11,
646,92,Own Surname,,0,O,ST,ST,7/13/15,
647,8,Type of Data,MIME-Medientyp,834,O,ID,ID,3/6/11,
647,92,Surname Prefix from Partner/Spouse,,0,O,ST,ST,7/13/15,
648,8,Data Subtype,MIME-Subtyp,291,O,ID,ID,3/6/11,
648,92,Surname from Partner/Spouse,,0,O,ST,ST,7/13/15,
649,8,Encoding,Kodierung,299,O,ID,ID,3/6/11,
649,92,Formatted Text Data,,0,O,FT,FT,7/13/15,
650,8,Data,Daten,0,O,TX,TX,3/7/11,
650,92,General Timing Specification,,0,O,GTS,GTS,7/13/15,
651,8,Entity Identifier,Identifikator,0,O,ST,ST,3/7/11,
651,92,Namespace ID,,300,O,IS,IS,7/13/15,
652,8,Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,3/6/11,
652,92,Universal ID,,0,O,ST,ST,7/13/15,
653,8,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,3/7/11,
653,92,Universal ID Type,,301,O,ID,ID,7/13/15,
654,8,Universal ID Type,Typ der Universal ID,301,O,ID,ID,3/6/11,
654,92,Certification Patient Type,,150,O,CWE,CWE,7/13/15,
655,8,Placer Assigned Identifier,,0,O,EI,EI,3/7/11,
655,92,Certification Required,,136,O,ID,ID,7/13/15,
656,8,Filler Assigned Identifier,,0,O,EI,EI,3/7/11,
656,92,Date/Time Certification Required,,0,O,DTM,DTM,7/13/15,
657,8,Segment ID,Segmentbezeichnung,0,O,ST,ST,3/7/11,
657,92,Coded Value for HL7-Defined Tables,,0,O,ID,ID,7/13/15,
658,8,Segment Sequence,Segmentnummer,0,O,NM,NM,3/7/11,
658,92,Coded Value for User-Defined Tables,,0,O,IS,IS,7/13/15,
659,8,Field Position,Feldnummer,0,O,NM,NM,3/7/11,
659,92,Job Code,,327,O,CWE,CWE,7/13/15,
660,8,Field Repetition,Feldvorkommen,0,O,NM,NM,3/7/11,
660,92,Job Class,,328,O,CWE,CWE,7/13/15,
661,8,Component Number,Komponentennummer,0,O,NM,NM,3/7/11,
661,92,Job Description Text,,0,O,TX,TX,7/13/15,
662,8,Sub-Component Number,Subkomponentennummer,0,O,NM,NM,3/7/11,
662,92,Sample Y From Channel 1,,0,O,NM,NM,7/13/15,
663,8,Financial Class Code,,64,O,CWE,CWE,3/6/11,
663,92,Sample Y From Channel 2,,0,O,NM,NM,7/13/15,
664,8,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/7/11,
664,92,Sample Y From Channel 3,,0,O,NM,NM,7/13/15,
665,8,Surname,gesamter Nachname,0,O,ST,ST,3/7/11,
665,92,Sample Y From Channel 4,,0,O,NM,NM,7/13/15,
666,8,Own Surname Prefix,Vorsatzwort des eigenen Nachnamens,0,O,ST,ST,3/7/11,
667,8,Own Surname,eigener Nachname,0,O,ST,ST,3/7/11,
667,92,Quantity,,0,O,NM,NM,7/13/15,
668,8,Surname Prefix from Partner/Spouse,Vorsatzwort vom Partner stammender Nachname,0,O,ST,ST,3/7/11,
668,92,Denomination,,913,O,ID,ID,7/13/15,
669,8,Surname from Partner/Spouse,vom Partner stammender Nachname,0,O,ST,ST,3/7/11,
669,92,Monetary Amount,,0,O,MO,MO,7/13/15,
670,8,Formatted Text Data,formatierter Text,0,O,FT,FT,3/7/11,
670,92,Charge Code,,0,O,CWE,CWE,7/13/15,
671,8,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,3/7/11,
671,92,Money or Percentage Indicator,,148,O,ID,ID,7/13/15,
672,8,Namespace ID,ausgebende Instanz - Identifikator,300,O,IS,IS,3/6/11,
672,92,Money or Percentage Quantity,,0,O,NM,NM,7/13/15,
673,8,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,3/7/11,
673,92,Monetary  Denomination,,913,O,ID,ID,7/13/15,
674,8,Universal ID Type,Typ der Universal ID,301,O,ID,ID,3/6/11,
674,92,Message Code,,76,O,ID,ID,7/13/15,
675,8,Certification Patient Type,,150,O,CWE,CWE,3/6/11,
675,92,Trigger Event,,3,O,ID,ID,7/13/15,
676,8,Certification Required,,136,O,ID,ID,3/6/11,
676,92,Message Structure,,354,O,ID,ID,7/13/15,
677,8,Date/Time Certification Required,,0,O,DTM,DTM,3/7/11,
677,92,Value1,,0,O,NM,NM,7/13/15,
678,8,Coded Value for HL7-Defined Tables,,0,O,ID,ID,3/7/11,
678,92,Value2,,0,O,NM,NM,7/13/15,
679,8,Coded Value for User-Defined Tables,,0,O,IS,IS,3/7/11,
679,92,Value3,,0,O,NM,NM,7/13/15,
680,8,Job Code,,327,O,CWE,CWE,3/6/11,
680,92,Value4,,0,O,NM,NM,7/13/15,
681,8,Job Class,,328,O,CWE,CWE,3/6/11,
682,8,Job Description Text,,0,O,TX,TX,3/7/11,
682,92,Name,,0,O,CNN,CNN,7/13/15,
683,8,Point of Care,Station,302,O,IS,IS,3/6/11,
683,92,Start Date/time,,0,O,DTM,DTM,7/13/15,
684,8,Room,Zimmer,303,O,IS,IS,3/6/11,
684,92,End Date/time,,0,O,DTM,DTM,7/13/15,
685,8,Bed,Bettenstellplatz,304,O,IS,IS,3/6/11,
685,92,Point of Care,,302,O,IS,IS,7/13/15,
686,8,Facility,Fachbereich,0,O,HD,HD,3/7/11,
686,92,Room,,303,O,IS,IS,7/13/15,
687,8,Location Status,Bettenstatus,306,O,IS,IS,3/6/11,
687,92,Bed,,304,O,IS,IS,7/13/15,
688,8,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,3/6/11,
688,92,Facility,,0,O,HD,HD,7/13/15,
689,8,Building,Gebäude,307,O,IS,IS,3/6/11,
689,92,Location Status,,306,O,IS,IS,7/13/15,
690,8,Floor,Etage,308,O,IS,IS,3/6/11,
690,92,Patient Location Type,,305,O,IS,IS,7/13/15,
691,8,Address,Adresse,0,O,AD,AD,3/7/11,
